signal_id,trade_id,side,entry_id,signal_time,entry_time,exit_time,expiry_time,option_type,strike,entry_spot,exit_spot,direction_return_pct,entry_tte_hours,exit_tte_hours,entry_rv_base,exit_rv_base,entry_iv_used,exit_iv_used,entry_theoretical_mid,exit_theoretical_mid,entry_intrinsic,exit_intrinsic,entry_bid,entry_ask,exit_bid,exit_ask,entry_worst_model_price,exit_worst_model_price,entry_price_after_binance_slippage,exit_price_after_binance_slippage,contracts,entry_underlying_notional,exit_underlying_notional,entry_premium_value,exit_premium_value,entry_fee,exit_fee,total_cost,pnl,return_on_cost,won
509,509,short,Short1,2025-07-11 00:15:00,2025-07-11 00:30:00,2025-07-11 06:30:00,2025-07-11 08:00:00,put,115500.0,115444.84,117969.0,-2.1864641156763787,7.5,1.5,0.5602984051818498,0.48916732831634535,1.0624326875136823,0.25,1459.7748679256765,2.857035275027897e-09,55.16000000000349,0.0,1255.406386416082,1664.1433494352714,0.8,1.2,1763.9919504013878,0.7360000000000001,1781.6318699054018,0.7286400000000001,0.05612831791413208,6479.724681066112,6621.401536012248,100.0,0.0408973375649532,1.9439174043198333,0.00408973375649532,101.94391740431983,-101.90710980051138,-0.9996389426191807,False
510,510,short,Short1,2025-07-11 08:45:00,2025-07-11 09:00:00,2025-07-11 15:00:00,2025-07-12 08:00:00,put,118000.0,118033.16,117644.22,0.32951756946946187,23.0,17.0,0.5014506017712663,0.5225227333609567,0.9771033725683361,0.25,2340.4599688382878,714.88993366879,0.0,355.77999999999884,2223.4369703963735,2457.482967280202,679.1454369853506,750.6344303522295,2604.931945317014,624.8138020265226,2630.981264770184,618.5656640062573,0.03800863249732604,4486.279000938084,4471.4959234145745,100.0,23.51083499867829,1.3458837002814252,1.3414487770243722,101.34588370028142,-79.1764974786275,-0.7812502549465424,False
513,513,short,Short2,2025-07-14 07:45:00,2025-07-14 08:00:00,2025-07-14 14:00:00,2025-07-15 08:00:00,put,122500.0,122400.0,121787.73,0.5002205882353006,24.0,18.0,0.4208733113661608,0.3936397599777781,0.9,0.25,2351.3889188298563,979.8811270058068,100.0,712.2700000000041,2233.819472888363,2468.9583647713494,930.8870706555164,1028.875183356097,2617.0958666576303,856.4161050030751,2643.266825324207,847.8519439530444,0.03783197331496589,4630.633533751825,4607.470151450271,100.0,32.07591211867353,1.3891900601255474,1.3822410454350813,101.38919006012554,-70.6955189868871,-0.6972688009931179,False
514,514,short,Short1,2025-07-17 21:30:00,2025-07-17 21:45:00,2025-07-18 03:45:00,2025-07-18 08:00:00,put,120500.0,120272.19,120223.09,0.04082406747561995,10.25,4.25,0.46434799023106066,0.4233934615590829,0.9233045858350379,0.25,1633.4086856314243,425.61351832356013,227.80999999999767,276.9100000000035,1551.738251349853,1715.0791199129956,366.0276257582617,485.1994108888586,1817.9838671077755,336.7454156976008,1836.1637057788532,333.37796154062477,0.05446137492276735,6550.18883237231,6547.514778863601,100.0,18.15622215445188,1.9650566497116928,1.815622215445188,101.9650566497117,-85.624456710705,-0.8397431387191516,False
516,516,short,Short1,2025-07-22 23:15:00,2025-07-22 23:30:00,2025-07-23 05:30:00,2025-07-23 08:00:00,put,120000.0,119994.0,118665.72,1.106955347767391,8.5,2.5,0.41285401681445183,0.38318194614173756,0.9,0.25,1345.044269779879,1334.9136215929902,6.0,1334.2799999999988,1277.792056290885,1412.2964832688729,1314.2657999999988,1521.8015286160091,1497.0342722650053,1314.2657999999988,1512.0046149876553,1301.1231419999988,0.06613736427042351,7936.0868882651985,7848.23795005208,100.0,86.05285520313188,2.3808260664795595,2.354471385015624,102.38082606647956,-18.6824422483633,-0.18247989361047076,False
518,518,short,Short1,2025-07-27 22:15:00,2025-07-27 22:30:00,2025-07-28 04:30:00,2025-07-28 08:00:00,put,120000.0,119766.64,119280.0,0.4063234970940188,9.5,3.5,0.3184443836487647,0.31572717743148077,0.9,0.25,1537.1774066207,753.2462159495335,233.36000000000058,720.0,1460.3185362896647,1614.036276951735,709.2,858.7006861824683,1710.8784535688392,709.2,1727.9872381045275,702.1080000000001,0.05787079776682408,6930.991002652023,6902.828757626776,100.0,40.631550078469324,2.0792973007956066,2.0708486272880324,102.0792973007956,-63.51859584961431,-0.6222475813332156,False
520,520,long,Long1,2025-08-02 13:30:00,2025-08-02 13:45:00,2025-08-02 19:45:00,2025-08-03 08:00:00,call,113500.0,113457.85,112229.42,-1.0827192653483309,18.25,12.25,0.33352882189453903,0.3487997447712544,0.9,0.25,1838.588573284731,58.689061692541145,0.0,0.0,1746.6591446204943,1930.5180019489676,55.754608607914086,61.623514777168204,2046.3490820659058,51.29423991928096,2066.812572886565,50.78129752008815,0.04838368089678174,5489.508409634928,5430.0724445108945,100.0,2.4569860947364788,1.6468525228904782,0.24569860947364788,101.64685252289048,-99.43556503762765,-0.978245391466845,False
521,521,short,Short1,2025-08-07 10:45:00,2025-08-07 11:00:00,2025-08-07 17:00:00,2025-08-08 08:00:00,put,116500.0,116482.42,116393.12,0.0766639292006488,21.0,15.0,0.3014189445138477,0.30322076919159957,0.9,0.25,2056.5107718871805,535.9132334687165,17.580000000001746,106.88000000000466,1953.6852332928213,2159.3363104815394,509.11757179528064,562.7088951421523,2288.896489110432,468.38816605165823,2311.7854540015364,463.70428439114164,0.04325660922682384,5038.63452373477,5034.771708530814,100.0,20.058275026711602,1.5115903571204308,1.510431512559244,101.51159035712043,-82.96374684296806,-0.8172834900044363,False
525,525,short,Short1,2025-08-13 14:15:00,2025-08-13 14:30:00,2025-08-13 20:30:00,2025-08-14 08:00:00,put,121500.0,121649.7,122807.27,-0.951560094270687,17.5,11.5,0.41236736287513726,0.43925564874837664,0.9,0.25,1876.9593008859738,64.47003279742603,0.0,0.0,1783.111335841675,1970.8072659302725,61.24653115755473,67.69353443729733,2089.055701886089,56.34680866495035,2109.94625890495,55.783340578300844,0.04739457205507188,5765.535472127877,5820.398006901668,100.0,2.6438275545108945,1.729660641638363,0.26438275545108947,101.72966064163836,-99.35021584257855,-0.9766101175994104,False
526,526,short,Short1,2025-08-13 20:15:00,2025-08-13 20:30:00,2025-08-14 02:30:00,2025-08-14 08:00:00,put,123000.0,122807.27,123579.26,-0.6286191363100713,11.5,5.5,0.43925564874837664,0.4418292810810429,0.9,0.25,1697.0160371042875,101.296726663757,192.72999999999593,0.0,1612.165235249073,1781.866838959502,87.11518493083102,115.47826839668299,1888.7788492970722,80.14597013636454,1907.6666377900428,79.3445104350009,0.05242006020289063,6437.564486752645,6478.0322490286735,100.0,4.159244013771631,1.9312693460257935,0.41592440137716313,101.9312693460258,-98.18794973363133,-0.9632760424116075,False
527,527,long,Long1,2025-08-15 14:00:00,2025-08-15 14:15:00,2025-08-15 20:15:00,2025-08-16 08:00:00,call,118000.0,117892.0,117193.56,-0.5924405387982223,17.75,11.75,0.3433403248087662,0.3456838625831188,0.9,0.25,1852.6198782168503,141.47675357245316,0.0,0.0,1759.9888843060078,1945.250872127693,134.4029158938305,148.55059125107582,2061.9659244553545,123.65068262232407,2082.585583699908,122.41417579610082,0.04801723433729943,5660.847790492904,5627.310633342361,100.0,5.877990165408741,1.698254337147871,0.5877990165408742,101.69825433714787,-96.40806318828001,-0.9479814950281257,False
530,530,long,Long1,2025-08-19 17:15:00,2025-08-19 17:30:00,2025-08-19 23:30:00,2025-08-20 08:00:00,call,113500.0,113473.97,112964.0,-0.4494158440036977,14.5,8.5,0.3307061521811512,0.33096972324604146,0.9,0.25,1644.718980336409,146.8431770201969,0.0,0.0,1562.4830313195885,1726.9549293532295,139.50101816918703,154.18533587120675,1830.5722251144234,128.34093671565208,1848.8779473655677,127.05752734849555,0.054086858541683706,6137.4505635532605,6109.867888302758,100.0,6.872142508354188,1.841235169065978,0.6872142508354189,101.84123516906598,-95.65630691154722,-0.9392689194386615,False
531,531,long,Long1,2025-08-21 17:15:00,2025-08-21 17:30:00,2025-08-21 23:30:00,2025-08-22 08:00:00,call,112500.0,112441.83,112280.01,-0.1439144133460024,14.5,8.5,0.337498170643082,0.2984457937188024,0.9,0.25,1613.9386173111707,250.14455603979877,0.0,0.0,1533.241686445612,1694.6355481767293,237.63732823780882,262.6517838417887,1796.3136810673332,218.62634197878413,1814.2768178780066,216.44007855899628,0.05511838051095248,6197.611571287833,6188.69231495355,100.0,11.929826607835205,1.8592834713863498,1.1929826607835206,101.85928347138635,-91.12243952433467,-0.8945914051116627,False
532,532,short,Short1,2025-08-22 15:45:00,2025-08-22 16:00:00,2025-08-22 22:00:00,2025-08-23 08:00:00,put,116500.0,116593.48,116784.12,-0.1635082853689518,16.0,10.0,0.6889741845562468,0.584201523009972,1.2490125676065578,0.25,2435.1492398636547,267.22458631376503,0.0,0.0,2313.3917778704717,2556.9067018568376,253.86335699807677,280.5858156294533,2710.321103968248,233.55428843823063,2737.4243150079305,231.21874555384832,0.03653069034703533,4259.240314363256,4266.204525171015,100.0,8.446580396257584,1.2777720943089768,0.8446580396257585,101.27777209430897,-93.67584973767714,-0.9249398737804679,False
533,533,long,Long1,2025-08-25 00:45:00,2025-08-25 01:00:00,2025-08-25 07:00:00,2025-08-25 08:00:00,call,113000.0,112807.33,112049.1,-0.6721460387370204,7.0,1.0,0.4949829625647308,0.43706879314324915,0.9677252957188596,0.25,1138.1832095347418,0.06365376516062327,0.0,0.0,978.8375601998779,1297.5288588696058,0.86,1.1400000000000001,1375.3805904017822,0.7912,1389.1343963058,0.783288,0.07198727514482069,8120.692303062585,8066.109391429528,100.0,0.056386768773636305,2.436207690918775,0.005638676877363631,102.43620769091878,-102.38545959902251,-0.9995045883380476,False
535,534,long,Long2,2025-08-25 21:15:00,2025-08-25 21:30:00,2025-08-26 03:30:00,2025-08-26 08:00:00,call,110000.0,110047.83,109866.03,-0.16520089491997014,10.5,4.5,0.5094113042507045,0.46573633678123094,0.9886463911635215,0.25,1526.346100308001,187.2434583660288,47.830000000001746,0.0,1450.028795292601,1602.663405323401,161.02937419478476,213.45754253727284,1698.8232096428053,148.147024259202,1715.8114417392333,146.66555401660997,0.05828146238413875,6413.748464601095,6403.152894739659,100.0,8.547882969467924,1.9241245393803283,0.8547882969467925,101.92412453938033,-94.2310298668592,-0.9245213563786976,False
537,537,long,Long1,2025-08-29 17:15:00,2025-08-29 17:30:00,2025-08-29 23:30:00,2025-08-30 08:00:00,call,108500.0,108443.99,108540.0,0.08853418248442324,14.5,8.5,0.37281008078586614,0.35921834892551896,0.9,0.25,1556.6001533217277,357.52215156320744,0.0,40.0,1478.7701456556413,1634.4301609878141,339.6460439850471,375.3982591413678,1732.4959706470831,312.4743604662433,1749.8209303535539,309.34961686158084,0.05714870491336211,6197.433584137591,6202.920431296324,100.0,17.678929969084113,1.8592300752412774,1.7678929969084114,101.85923007524127,-85.94819310306556,-0.8437938617794131,False
539,539,short,Short1,2025-09-02 14:00:00,2025-09-02 14:15:00,2025-09-02 20:15:00,2025-09-03 08:00:00,put,111500.0,111483.87,111252.0,0.20798524486097536,17.75,11.75,0.47377716803104997,0.43959756638116637,0.9369768936450225,0.25,1883.9227015569631,542.7959253913286,16.130000000004657,248.0,1789.7265664791148,1978.1188366348115,515.6561291217622,569.9357216608951,2096.8059668329,474.40363879202124,2117.774026501229,469.659602404101,0.047219391091130644,5264.200457882766,5253.2516976704665,100.0,22.17704044562417,1.5792601373648298,1.5759755093011398,101.57926013736483,-80.9781952010418,-0.7971922131696533,False
540,540,short,Short1,2025-09-03 14:45:00,2025-09-03 15:00:00,2025-09-03 21:00:00,2025-09-04 08:00:00,put,112000.0,112121.59,112139.37,-0.015857784392814267,17.0,11.0,0.38112571015359065,0.35724516246176125,0.9,0.25,1712.221636473092,330.2894376912591,0.0,0.0,1626.6105546494373,1797.8327182967469,313.7749658066961,346.80390957582205,1905.7026813945517,288.67296854216045,1924.7597082084974,285.78623885673886,0.051954537272123534,5825.225326664753,5826.149078337451,100.0,14.847891798542438,1.7475675979994258,1.4847891798542439,101.74756759799942,-88.38446497931123,-0.868664156459393,False
541,541,short,Short1,2025-09-05 08:00:00,2025-09-05 08:15:00,2025-09-05 14:15:00,2025-09-06 08:00:00,put,112500.0,112733.6,110996.0,1.541332841317944,23.75,17.75,0.328450011863858,0.46779449370639936,0.9,0.25,1990.4733244688905,1575.1317926421034,0.0,1504.0,1890.9496582454458,2089.996990692335,1496.3752030099981,1653.8883822742087,2215.3968101338755,1481.44,2237.5507782352142,1466.6256,0.044691723188007966,5038.258845187615,4960.602506976133,100.0,65.54602533564609,1.5114776535562844,1.4881807520928396,101.51147765355628,-37.453633070003036,-0.36895958896221337,False
543,543,short,Short1,2025-09-10 13:15:00,2025-09-10 13:30:00,2025-09-10 19:30:00,2025-09-11 08:00:00,put,114000.0,113985.75,113482.02,0.4419236615103128,18.5,12.5,0.30847992979254196,0.30126172608546403,0.9,0.25,1887.8925503337305,736.3882538624457,14.25,517.9799999999959,1793.497922817044,1982.287177850417,699.5688411693234,773.207666555568,2101.224408521442,643.6033338757775,2122.2366526066567,637.1673005370197,0.04712009844763263,5371.019761627242,5347.283954436215,100.0,30.0233859289167,1.6113059284881723,1.6041851863308643,101.61130592848818,-73.19210518590234,-0.7203145803225218,False
544,544,short,Short1,2025-09-11 22:45:00,2025-09-11 23:00:00,2025-09-12 05:00:00,2025-09-12 08:00:00,put,115500.0,115368.23,115418.26,-0.04336549152224034,9.0,3.0,0.28375448705713807,0.27463965519700606,0.9,0.25,1395.3616312787126,256.46166461890243,131.77000000000407,81.74000000000524,1325.5935497147768,1465.1297128426484,220.55703157225608,292.3662976655488,1553.0374956132073,202.9124690464756,1568.5678705693394,200.88334435601084,0.06375242147711672,7355.004024028942,7358.193557675442,100.0,12.80679963711718,2.2065012072086825,1.280679963711718,102.20650120720869,-90.68038153380323,-0.8872271378311058,False
547,547,long,Long1,2025-09-23 18:00:00,2025-09-23 18:15:00,2025-09-24 00:15:00,2025-09-24 08:00:00,call,112000.0,112010.41,112293.23,0.25249438869119345,13.75,7.75,0.2825595768811406,0.270878920571633,0.9,0.25,1598.3985715159579,499.65822052436124,10.410000000003492,293.2299999999959,1518.47864294016,1678.3185000917558,429.70606965095067,569.6103713977719,1779.0176100972612,395.32958407887463,1796.8077861982338,391.37628823808586,0.05565425571289652,6233.856000646381,6249.596137247103,100.0,21.781756025566725,1.8701568001939142,1.8748788411741306,101.87015680019391,-81.96327961580131,-0.8045857804711388,False
548,548,long,Long1,2025-09-25 18:00:00,2025-09-25 18:15:00,2025-09-26 00:15:00,2025-09-26 08:00:00,call,109500.0,109442.99,109300.0,-0.13065249770680687,13.75,7.75,0.45275020112883774,0.4040247659104847,0.9064877916368147,0.25,1540.0316929071705,234.29663734415226,0.0,0.0,1463.0301082618118,1617.0332775525292,201.49510811597094,267.0981665723336,1714.055274205681,185.37549946669327,1731.1958269477377,183.52174447202634,0.05776354034789321,6321.814568659073,6313.554960024728,100.0,10.600865691525641,1.8965443705977219,1.060086569152564,101.89654437059772,-92.35576524822464,-0.9063679815512362,False
